flight_id,airline,source,destination,route,departure_time,arrival_time,flight_date,duration_minutes,duration_hours,overnight_flag,duration_anomaly_flag
6F085,IndiGo,HYD,MAA,HYD-MAA,2026-04-19 17:32:41.702,2026-04-19 19:32:42.000,2026-04-19,120.00496666666666,2.0,False,False
AI252,Unknown,HYD,DEL,HYD-DEL,2026-04-19 17:30:41.704,2026-04-19 21:54:41.704,2026-04-19,264.0,4.4,False,False
SJ109,SpiceJet,BOM,DEL,BOM-DEL,2026-04-19 17:24:41.702,2026-04-19 20:28:41.702,2026-04-19,184.0,3.07,False,False
UK123,Vistara,BOM,DEL,BOM-DEL,2026-04-19 17:24:41.702,2026-04-19 20:18:41.702,2026-04-19,174.0,2.9,False,False
6F125,IndiGo,BOM,CCU,BOM-CCU,2026-04-19 17:09:41.702,2026-04-19 21:13:41.702,2026-04-19,244.0,4.07,False,False
UK183,Vistara,BLR,CCU,BLR-CCU,2026-04-19 17:07:41.703,2026-04-19 18:30:41.703,2026-04-19,83.0,1.38,False,False
AI110,Air India,BOM,CCU,BOM-CCU,2026-04-19 17:07:41.702,2026-04-19 22:00:41.702,2026-04-19,293.0,4.88,False,False
UK105,Vistara,CCU,HYD,CCU-HYD,2026-04-19 17:04:41.702,2026-04-19 18:11:41.702,2026-04-19,67.0,1.12,False,False
6F128,IndiGo,HYD,DEL,HYD-DEL,2026-04-19 16:56:41.702,2026-04-19 18:03:41.702,2026-04-19,67.0,1.12,False,False
6F224,IndiGo,DEL,MAA,DEL-MAA,2026-04-19 16:53:41.704,2026-04-19 18:52:41.704,2026-04-19,119.0,1.98,False,False
SJ130,SpiceJet,BOM,DEL,BOM-DEL,2026-04-19 16:53:41.702,2026-04-19 20:53:41.702,2026-04-19,240.0,4.0,False,False
AI224,Air India,DEL,HYD,DEL-HYD,2026-04-19 16:51:41.703,2026-04-19 21:36:41.703,2026-04-19,285.0,4.75,False,False
SJ182,SpiceJet,CCU,BOM,CCU-BOM,2026-04-19 16:48:41.703,2026-04-19 17:36:41.703,2026-04-19,48.0,0.8,False,False
UK164,Vistara,BOM,HYD,BOM-HYD,2026-04-19 16:46:41.703,2026-04-19 21:10:41.703,2026-04-19,264.0,4.4,False,False
AI161,Air India,CCU,BOM,CCU-BOM,2026-04-19 16:40:41.703,2026-04-19 19:40:41.703,2026-04-19,180.0,3.0,False,False
6F206,IndiGo,DEL,BOM,DEL-BOM,2026-04-19 16:39:41.703,2026-04-19 20:59:41.703,2026-04-19,260.0,4.33,False,False
SJ204,SpiceJet,CCU,DEL,CCU-DEL,2026-04-19 16:34:41.703,2026-04-19 18:15:41.703,2026-04-19,101.0,1.68,False,False
AI206,Air India,CCU,MAA,CCU-MAA,2026-04-19 16:30:41.703,2026-04-19 20:01:41.703,2026-04-19,211.0,3.52,False,False
6F140,IndiGo,CCU,HYD,CCU-HYD,2026-04-19 16:30:41.702,2026-04-19 18:21:41.702,2026-04-19,111.0,1.85,False,False
6F253,Unknown,MAA,BLR,MAA-BLR,2026-04-19 16:26:41.703,2026-04-19 18:24:41.703,2026-04-19,118.0,1.97,False,False
SJ203,Unknown,DEL,HYD,DEL-HYD,2026-04-19 16:22:41.703,2026-04-19 18:27:41.703,2026-04-19,125.0,2.08,False,False
SJ161,SpiceJet,MAA,BLR,MAA-BLR,2026-04-19 16:22:41.703,2026-04-19 17:04:41.703,2026-04-19,42.0,0.7,False,False
AI098,Air India,HYD,MAA,HYD-MAA,2026-04-19 16:01:41.702,2026-04-19 18:11:41.702,2026-04-19,130.0,2.17,False,False
AI168,Unknown,DEL,CCU,DEL-CCU,2026-04-19 15:50:41.703,2026-04-19 20:20:41.703,2026-04-19,270.0,4.5,False,False
UK190,Vistara,DEL,BLR,DEL-BLR,2026-04-19 15:49:41.703,2026-04-19 18:53:41.703,2026-04-19,184.0,3.07,False,False
AI085,Air India,DEL,HYD,DEL-HYD,2026-04-19 15:45:41.702,2026-04-19 20:33:41.702,2026-04-19,288.0,4.8,False,False
AI076,Air India,BLR,BOM,BLR-BOM,2026-04-19 15:37:41.702,2026-04-19 16:12:41.702,2026-04-19,35.0,0.58,False,False
UK130,Vistara,MAA,BLR,MAA-BLR,2026-04-19 15:36:41.702,2026-04-19 19:43:41.702,2026-04-19,247.0,4.12,False,False
6F038,IndiGo,HYD,MAA,HYD-MAA,2026-04-19 15:36:41.701,2026-04-19 19:33:41.701,2026-04-19,237.0,3.95,False,False
UK110,Vistara,HYD,DEL,HYD-DEL,2026-04-19 15:26:41.702,2026-04-19 20:13:41.702,2026-04-19,287.0,4.78,False,False
SJ013,SpiceJet,DEL,MAA,DEL-MAA,2026-04-19 15:25:41.701,2026-04-19 19:54:41.701,2026-04-19,269.0,4.48,False,False
AI039,Air India,MAA,BLR,MAA-BLR,2026-04-19 15:24:41.701,2026-04-19 18:56:41.701,2026-04-19,212.0,3.53,False,False
AI248,Air India,CCU,DEL,CCU-DEL,2026-04-19 15:17:41.704,2026-04-19 16:35:41.704,2026-04-19,78.0,1.3,False,False
6F199,IndiGo,DEL,MAA,DEL-MAA,2026-04-19 15:15:41.703,2026-04-19 17:32:41.703,2026-04-19,137.0,2.28,False,False
AI225,Air India,BOM,BLR,BOM-BLR,2026-04-19 15:05:41.703,2026-04-19 16:01:41.703,2026-04-19,56.0,0.93,False,False
SJ028,SpiceJet,CCU,BOM,CCU-BOM,2026-04-19 15:04:41.701,2026-04-19 19:32:41.701,2026-04-19,268.0,4.47,False,False
SJ012,SpiceJet,HYD,BLR,HYD-BLR,2026-04-19 15:01:41.701,2026-04-19 16:12:41.701,2026-04-19,71.0,1.18,False,False
SJ131,SpiceJet,MAA,HYD,MAA-HYD,2026-04-19 15:00:41.702,2026-04-19 16:07:41.702,2026-04-19,67.0,1.12,False,False
AI010,Air India,BOM,HYD,BOM-HYD,2026-04-19 15:00:41.701,2026-04-19 19:48:41.701,2026-04-19,288.0,4.8,False,False
6F020,IndiGo,BOM,HYD,BOM-HYD,2026-04-19 14:58:41.701,2026-04-19 16:43:41.701,2026-04-19,105.0,1.75,False,False
SJ038,SpiceJet,BLR,DEL,BLR-DEL,2026-04-19 14:57:41.701,2026-04-19 17:46:41.701,2026-04-19,169.0,2.82,False,False
UK204,Vistara,BLR,DEL,BLR-DEL,2026-04-19 14:46:41.703,2026-04-19 16:24:41.703,2026-04-19,98.0,1.63,False,False
AI036,Air India,BOM,CCU,BOM-CCU,2026-04-19 14:45:41.701,2026-04-19 16:16:41.701,2026-04-19,91.0,1.52,False,False
AI100,Unknown,CCU,BOM,CCU-BOM,2026-04-19 14:42:41.702,2026-04-19 18:22:41.702,2026-04-19,220.0,3.67,False,False
SJ215,SpiceJet,CCU,DEL,CCU-DEL,2026-04-19 14:37:41.703,2026-04-19 16:12:41.703,2026-04-19,95.0,1.58,False,False
UK155,Vistara,MAA,HYD,MAA-HYD,2026-04-19 14:34:41.703,2026-04-19 18:37:41.703,2026-04-19,243.0,4.05,False,False
SJ173,SpiceJet,CCU,HYD,CCU-HYD,2026-04-19 14:27:41.703,2026-04-19 16:09:41.703,2026-04-19,102.0,1.7,False,False
UK179,Vistara,DEL,HYD,DEL-HYD,2026-04-19 14:25:41.703,2026-04-19 19:15:41.703,2026-04-19,290.0,4.83,False,False
UK221,Vistara,CCU,DEL,CCU-DEL,2026-04-19 14:18:41.704,2026-04-19 18:44:41.704,2026-04-19,266.0,4.43,False,False
UK023,Vistara,DEL,MAA,DEL-MAA,2026-04-19 14:15:41.701,2026-04-19 19:03:41.701,2026-04-19,288.0,4.8,False,False
SJ107,SpiceJet,BOM,MAA,BOM-MAA,2026-04-19 14:10:41.702,2026-04-19 18:38:41.702,2026-04-19,268.0,4.47,False,False
AI073,Air India,BOM,BLR,BOM-BLR,2026-04-19 14:08:41.702,2026-04-19 16:10:41.702,2026-04-19,122.0,2.03,False,False
SJ187,SpiceJet,MAA,BLR,MAA-BLR,2026-04-19 14:07:41.703,2026-04-19 17:30:41.703,2026-04-19,203.0,3.38,False,False
UK058,Vistara,MAA,BOM,MAA-BOM,2026-04-19 13:46:41.701,2026-04-19 17:04:41.701,2026-04-19,198.0,3.3,False,False
SJ063,SpiceJet,MAA,BOM,MAA-BOM,2026-04-19 13:38:41.701,2026-04-19 15:23:41.701,2026-04-19,105.0,1.75,False,False
SJ062,SpiceJet,BLR,HYD,BLR-HYD,2026-04-19 13:37:41.701,2026-04-19 17:06:41.701,2026-04-19,209.0,3.48,False,False
UK048,Vistara,MAA,DEL,MAA-DEL,2026-04-19 13:36:41.701,2026-04-19 18:21:41.701,2026-04-19,285.0,4.75,False,False
AI181,Air India,MAA,HYD,MAA-HYD,2026-04-19 13:29:41.703,2026-04-19 16:55:41.703,2026-04-19,206.0,3.43,False,False
AI003,Air India,BLR,HYD,BLR-HYD,2026-04-19 13:27:41.701,2026-04-19 16:55:41.701,2026-04-19,208.0,3.47,False,False
6F041,IndiGo,MAA,BOM,MAA-BOM,2026-04-19 13:19:41.701,2026-04-19 16:48:41.701,2026-04-19,209.0,3.48,False,False
6F175,IndiGo,MAA,CCU,MAA-CCU,2026-04-19 13:18:41.703,2026-04-19 15:13:41.703,2026-04-19,115.0,1.92,False,False
6F013,IndiGo,BOM,CCU,BOM-CCU,2026-04-19 13:15:41.701,2026-04-19 18:05:41.701,2026-04-19,290.0,4.83,False,False
SJ040,SpiceJet,BOM,CCU,BOM-CCU,2026-04-19 13:12:41.701,2026-04-19 16:44:41.701,2026-04-19,212.0,3.53,False,False
SJ016,SpiceJet,HYD,CCU,HYD-CCU,2026-04-19 13:01:41.701,2026-04-19 16:26:41.701,2026-04-19,205.0,3.42,False,False
6F135,IndiGo,MAA,HYD,MAA-HYD,2026-04-19 12:59:41.702,2026-04-19 13:45:41.702,2026-04-19,46.0,0.77,False,False
6F150,IndiGo,HYD,MAA,HYD-MAA,2026-04-19 12:55:41.703,2026-04-19 16:53:41.703,2026-04-19,238.0,3.97,False,False
AI083,Air India,DEL,BOM,DEL-BOM,2026-04-19 12:54:41.702,2026-04-19 13:37:41.702,2026-04-19,43.0,0.72,False,False
SJ166,SpiceJet,CCU,HYD,CCU-HYD,2026-04-19 12:51:41.703,2026-04-19 16:18:41.703,2026-04-19,207.0,3.45,False,False
SJ027,Unknown,BOM,MAA,BOM-MAA,2026-04-19 12:50:41.701,2026-04-19 17:13:41.701,2026-04-19,263.0,4.38,False,False
6F134,IndiGo,BLR,MAA,BLR-MAA,2026-04-19 12:47:41.702,2026-04-19 14:06:41.702,2026-04-19,79.0,1.32,False,False
UK225,Vistara,MAA,BLR,MAA-BLR,2026-04-19 12:46:41.704,2026-04-19 15:02:41.704,2026-04-19,136.0,2.27,False,False
SJ175,SpiceJet,MAA,BLR,MAA-BLR,2026-04-19 12:46:41.703,2026-04-19 16:50:41.703,2026-04-19,244.0,4.07,False,False
AI182,Air India,HYD,DEL,HYD-DEL,2026-04-19 12:41:41.703,2026-04-19 17:14:41.703,2026-04-19,273.0,4.55,False,False
AI190,Air India,BOM,CCU,BOM-CCU,2026-04-19 12:38:41.703,2026-04-19 15:56:41.703,2026-04-19,198.0,3.3,False,False
AI120,Air India,MAA,CCU,MAA-CCU,2026-04-19 12:12:41.702,2026-04-19 14:18:41.702,2026-04-19,126.0,2.1,False,False
6F132,IndiGo,MAA,BOM,MAA-BOM,2026-04-19 12:00:41.702,2026-04-19 13:00:42.000,2026-04-19,60.00496666666666,1.0,False,False
UK102,Vistara,HYD,CCU,HYD-CCU,2026-04-19 11:58:41.702,2026-04-19 14:01:41.702,2026-04-19,123.0,2.05,False,False
AI045,Air India,HYD,MAA,HYD-MAA,2026-04-19 11:58:41.701,2026-04-19 14:37:41.701,2026-04-19,159.0,2.65,False,False
UK136,Vistara,HYD,CCU,HYD-CCU,2026-04-19 11:43:41.703,2026-04-19 15:26:41.703,2026-04-19,223.0,3.72,False,False
SJ238,SpiceJet,MAA,BLR,MAA-BLR,2026-04-19 11:41:41.704,2026-04-19 15:39:41.704,2026-04-19,238.0,3.97,False,False
AI193,Air India,MAA,HYD,MAA-HYD,2026-04-19 11:33:41.703,2026-04-19 16:07:41.703,2026-04-19,274.0,4.57,False,False
6F001,IndiGo,HYD,BOM,HYD-BOM,2026-04-19 11:33:41.700,2026-04-19 13:08:41.700,2026-04-19,95.0,1.58,False,False
6F211,IndiGo,MAA,BLR,MAA-BLR,2026-04-19 11:29:41.703,2026-04-19 16:20:41.703,2026-04-19,291.0,4.85,False,False
SJ199,SpiceJet,HYD,BOM,HYD-BOM,2026-04-19 11:29:41.703,2026-04-19 13:59:41.703,2026-04-19,150.0,2.5,False,False
SJ050,SpiceJet,HYD,CCU,HYD-CCU,2026-04-19 11:24:41.701,2026-04-19 12:03:41.701,2026-04-19,39.0,0.65,False,False
UK115,Vistara,BLR,BOM,BLR-BOM,2026-04-19 11:20:41.702,2026-04-19 13:20:42.000,2026-04-19,120.00496666666666,2.0,False,False
AI037,Unknown,BOM,BLR,BOM-BLR,2026-04-19 11:14:41.701,2026-04-19 15:13:41.701,2026-04-19,239.0,3.98,False,False
6F235,IndiGo,HYD,MAA,HYD-MAA,2026-04-19 11:06:41.704,2026-04-19 13:51:41.704,2026-04-19,165.0,2.75,False,False
UK111,Vistara,MAA,BLR,MAA-BLR,2026-04-19 11:06:41.702,2026-04-19 12:20:41.702,2026-04-19,74.0,1.23,False,False
6F005,IndiGo,BOM,MAA,BOM-MAA,2026-04-19 11:04:41.701,2026-04-19 15:27:41.701,2026-04-19,263.0,4.38,False,False
AI198,Air India,CCU,MAA,CCU-MAA,2026-04-19 10:56:41.703,2026-04-19 14:19:41.703,2026-04-19,203.0,3.38,False,False
UK184,Vistara,MAA,HYD,MAA-HYD,2026-04-19 10:49:41.703,2026-04-19 13:00:41.703,2026-04-19,131.0,2.18,False,False
6F219,IndiGo,MAA,DEL,MAA-DEL,2026-04-19 10:32:41.704,2026-04-19 14:37:41.704,2026-04-19,245.0,4.08,False,False
UK066,Vistara,BOM,CCU,BOM-CCU,2026-04-19 10:29:41.701,2026-04-19 12:07:41.701,2026-04-19,98.0,1.63,False,False
6F220,IndiGo,HYD,BOM,HYD-BOM,2026-04-19 10:27:41.704,2026-04-19 11:25:41.704,2026-04-19,58.0,0.97,False,False
AI180,Air India,BOM,CCU,BOM-CCU,2026-04-19 10:19:41.703,2026-04-19 11:00:41.703,2026-04-19,41.0,0.68,False,False
6F098,IndiGo,BLR,MAA,BLR-MAA,2026-04-19 10:18:41.702,2026-04-19 12:49:41.702,2026-04-19,151.0,2.52,False,False
AI141,Air India,BLR,DEL,BLR-DEL,2026-04-19 10:16:41.702,2026-04-19 14:53:41.702,2026-04-19,277.0,4.62,False,False
SJ170,SpiceJet,BLR,BOM,BLR-BOM,2026-04-19 10:11:41.703,2026-04-19 11:56:41.703,2026-04-19,105.0,1.75,False,False
SJ178,SpiceJet,BOM,HYD,BOM-HYD,2026-04-19 09:58:41.703,2026-04-19 12:27:41.703,2026-04-19,149.0,2.48,False,False
6F172,IndiGo,BOM,BLR,BOM-BLR,2026-04-19 09:53:41.703,2026-04-19 14:46:41.703,2026-04-19,293.0,4.88,False,False
UK220,Vistara,BLR,BOM,BLR-BOM,2026-04-19 09:51:41.704,2026-04-19 13:25:41.704,2026-04-19,214.0,3.57,False,False
SJ148,SpiceJet,DEL,BLR,DEL-BLR,2026-04-19 09:51:41.702,2026-04-19 13:41:41.702,2026-04-19,230.0,3.83,False,False
UK065,Vistara,BOM,CCU,BOM-CCU,2026-04-19 09:38:41.701,2026-04-19 13:46:41.701,2026-04-19,248.0,4.13,False,False
6F243,IndiGo,BOM,HYD,BOM-HYD,2026-04-19 09:37:41.704,2026-04-19 10:33:41.704,2026-04-19,56.0,0.93,False,False
SJ193,SpiceJet,CCU,DEL,CCU-DEL,2026-04-19 09:37:41.703,2026-04-19 12:16:41.703,2026-04-19,159.0,2.65,False,False
UK056,Vistara,HYD,MAA,HYD-MAA,2026-04-19 09:29:41.701,2026-04-19 10:15:41.701,2026-04-19,46.0,0.77,False,False
AI219,Unknown,BLR,DEL,BLR-DEL,2026-04-19 09:28:41.703,2026-04-19 11:27:41.703,2026-04-19,119.0,1.98,False,False
SJ073,SpiceJet,CCU,BLR,CCU-BLR,2026-04-19 09:26:41.701,2026-04-19 11:14:41.701,2026-04-19,108.0,1.8,False,False
6F052,IndiGo,BOM,CCU,BOM-CCU,2026-04-19 09:13:41.701,2026-04-19 12:02:41.701,2026-04-19,169.0,2.82,False,False
SJ201,SpiceJet,BLR,DEL,BLR-DEL,2026-04-19 09:10:41.703,2026-04-19 11:12:41.703,2026-04-19,122.0,2.03,False,False
UK028,Vistara,HYD,MAA,HYD-MAA,2026-04-19 09:02:41.701,2026-04-19 10:37:41.701,2026-04-19,95.0,1.58,False,False
SJ119,SpiceJet,BOM,CCU,BOM-CCU,2026-04-19 08:53:41.702,2026-04-19 11:29:41.702,2026-04-19,156.0,2.6,False,False
AI165,Air India,DEL,CCU,DEL-CCU,2026-04-19 08:51:41.703,2026-04-19 10:31:41.703,2026-04-19,100.0,1.67,False,False
AI255,Air India,MAA,CCU,MAA-CCU,2026-04-19 08:45:41.704,2026-04-19 13:12:41.704,2026-04-19,267.0,4.45,False,False
AI202,Air India,HYD,BLR,HYD-BLR,2026-04-19 08:44:41.703,2026-04-19 10:53:41.703,2026-04-19,129.0,2.15,False,False
SJ039,SpiceJet,MAA,BOM,MAA-BOM,2026-04-19 08:41:41.701,2026-04-19 12:08:41.701,2026-04-19,207.0,3.45,False,False
SJ051,Unknown,BOM,BLR,BOM-BLR,2026-04-19 08:40:41.701,2026-04-19 12:18:41.701,2026-04-19,218.0,3.63,False,False
UK024,Vistara,MAA,BLR,MAA-BLR,2026-04-19 08:29:41.701,2026-04-19 13:29:41.701,2026-04-19,300.0,5.0,False,False
SJ006,SpiceJet,HYD,BLR,HYD-BLR,2026-04-19 08:25:41.701,2026-04-19 08:57:41.701,2026-04-19,32.0,0.53,False,False
AI207,Air India,BOM,MAA,BOM-MAA,2026-04-19 08:24:41.703,2026-04-19 11:23:41.703,2026-04-19,179.0,2.98,False,False
SJ168,SpiceJet,CCU,BOM,CCU-BOM,2026-04-19 08:17:41.703,2026-04-19 12:29:41.703,2026-04-19,252.0,4.2,False,False
AI028,Air India,HYD,BOM,HYD-BOM,2026-04-19 07:53:41.701,2026-04-19 08:35:41.701,2026-04-19,42.0,0.7,False,False
6F094,IndiGo,BLR,BOM,BLR-BOM,2026-04-19 07:37:41.702,2026-04-19 09:06:41.702,2026-04-19,89.0,1.48,False,False
6F024,IndiGo,BOM,DEL,BOM-DEL,2026-04-19 07:31:41.701,2026-04-19 11:17:41.701,2026-04-19,226.0,3.77,False,False
6F061,IndiGo,MAA,BOM,MAA-BOM,2026-04-19 07:28:41.701,2026-04-19 08:09:41.701,2026-04-19,41.0,0.68,False,False
AI032,Air India,MAA,BLR,MAA-BLR,2026-04-19 07:26:41.701,2026-04-19 09:26:42.000,2026-04-19,120.00498333333333,2.0,False,False
UK163,Vistara,DEL,HYD,DEL-HYD,2026-04-19 07:22:41.703,2026-04-19 09:04:41.703,2026-04-19,102.0,1.7,False,False
SJ067,SpiceJet,MAA,BLR,MAA-BLR,2026-04-19 07:17:41.701,2026-04-19 08:16:41.701,2026-04-19,59.0,0.98,False,False
SJ106,SpiceJet,CCU,DEL,CCU-DEL,2026-04-19 07:16:41.702,2026-04-19 09:40:41.702,2026-04-19,144.0,2.4,False,False
AI086,Air India,CCU,HYD,CCU-HYD,2026-04-19 07:13:41.702,2026-04-19 10:09:41.702,2026-04-19,176.0,2.93,False,False
6F263,Unknown,DEL,HYD,DEL-HYD,2026-04-19 07:07:41.703,2026-04-19 08:30:41.703,2026-04-19,83.0,1.38,False,False
6F163,IndiGo,MAA,BOM,MAA-BOM,2026-04-19 06:49:41.703,2026-04-19 10:46:41.703,2026-04-19,237.0,3.95,False,False
SJ064,SpiceJet,CCU,DEL,CCU-DEL,2026-04-19 06:29:41.701,2026-04-19 08:43:41.701,2026-04-19,134.0,2.23,False,False
UK118,Vistara,HYD,BLR,HYD-BLR,2026-04-19 06:22:41.702,2026-04-19 07:22:42.000,2026-04-19,60.00496666666666,1.0,False,False
UK022,Vistara,DEL,HYD,DEL-HYD,2026-04-19 06:22:41.701,2026-04-19 10:59:41.701,2026-04-19,277.0,4.62,False,False
UK099,Vistara,BOM,MAA,BOM-MAA,2026-04-19 06:16:41.702,2026-04-19 10:24:41.702,2026-04-19,248.0,4.13,False,False
6F212,IndiGo,BLR,CCU,BLR-CCU,2026-04-19 06:10:41.703,2026-04-19 10:52:41.703,2026-04-19,282.0,4.7,False,False
AI023,Air India,HYD,BLR,HYD-BLR,2026-04-19 06:10:41.701,2026-04-19 09:35:41.701,2026-04-19,205.0,3.42,False,False
SJ245,SpiceJet,BOM,DEL,BOM-DEL,2026-04-19 06:07:41.704,2026-04-19 09:39:41.704,2026-04-19,212.0,3.53,False,False
6F066,IndiGo,BLR,HYD,BLR-HYD,2026-04-19 06:07:41.701,2026-04-19 07:43:41.701,2026-04-19,96.0,1.6,False,False
AI138,Air India,DEL,CCU,DEL-CCU,2026-04-19 05:50:41.702,2026-04-19 06:40:41.702,2026-04-19,50.0,0.83,False,False
SJ021,SpiceJet,HYD,BLR,HYD-BLR,2026-04-19 05:48:41.701,2026-04-19 09:46:41.701,2026-04-19,238.0,3.97,False,False
SJ136,SpiceJet,HYD,BLR,HYD-BLR,2026-04-19 05:45:41.702,2026-04-19 08:04:41.702,2026-04-19,139.0,2.32,False,False
AI148,Air India,HYD,MAA,HYD-MAA,2026-04-19 05:41:41.703,2026-04-19 08:32:41.703,2026-04-19,171.0,2.85,False,False
SJ014,SpiceJet,BOM,HYD,BOM-HYD,2026-04-19 05:40:41.701,2026-04-19 06:39:41.701,2026-04-19,59.0,0.98,False,False
6F104,IndiGo,CCU,BOM,CCU-BOM,2026-04-19 05:39:41.702,2026-04-19 06:14:41.702,2026-04-19,35.0,0.58,False,False
SJ121,SpiceJet,CCU,DEL,CCU-DEL,2026-04-19 05:32:41.702,2026-04-19 06:47:41.702,2026-04-19,75.0,1.25,False,False
UK174,Vistara,CCU,DEL,CCU-DEL,2026-04-19 05:27:41.703,2026-04-19 07:47:41.703,2026-04-19,140.0,2.33,False,False
AI033,Air India,MAA,CCU,MAA-CCU,2026-04-19 05:25:41.701,2026-04-19 10:21:41.701,2026-04-19,296.0,4.93,False,False
SJ122,SpiceJet,CCU,BOM,CCU-BOM,2026-04-19 05:22:41.702,2026-04-19 10:09:41.702,2026-04-19,287.0,4.78,False,False
UK095,Vistara,BOM,MAA,BOM-MAA,2026-04-19 05:22:41.702,2026-04-19 07:36:41.702,2026-04-19,134.0,2.23,False,False
SJ026,SpiceJet,CCU,MAA,CCU-MAA,2026-04-19 05:22:41.701,2026-04-19 09:40:41.701,2026-04-19,258.0,4.3,False,False
6F221,IndiGo,MAA,DEL,MAA-DEL,2026-04-19 05:20:41.704,2026-04-19 08:52:41.704,2026-04-19,212.0,3.53,False,False
SJ103,SpiceJet,MAA,BLR,MAA-BLR,2026-04-19 05:16:41.702,2026-04-19 08:56:41.702,2026-04-19,220.0,3.67,False,False
SJ011,SpiceJet,BOM,MAA,BOM-MAA,2026-04-19 05:14:41.701,2026-04-19 09:59:41.701,2026-04-19,285.0,4.75,False,False
AI002,Air India,HYD,BLR,HYD-BLR,2026-04-19 05:12:41.700,2026-04-19 07:12:41.700,2026-04-19,120.0,2.0,False,False
AI046,Unknown,DEL,BOM,DEL-BOM,2026-04-19 05:09:41.701,2026-04-19 08:00:41.701,2026-04-19,171.0,2.85,False,False
SJ053,SpiceJet,CCU,DEL,CCU-DEL,2026-04-19 05:00:41.701,2026-04-19 06:38:41.701,2026-04-19,98.0,1.63,False,False
AI236,Air India,DEL,BOM,DEL-BOM,2026-04-19 04:52:41.704,2026-04-19 09:11:41.704,2026-04-19,259.0,4.32,False,False
AI254,Air India,CCU,HYD,CCU-HYD,2026-04-19 04:46:41.704,2026-04-19 08:06:41.704,2026-04-19,200.0,3.33,False,False
6F063,IndiGo,DEL,HYD,DEL-HYD,2026-04-19 04:42:41.701,2026-04-19 07:31:41.701,2026-04-19,169.0,2.82,False,False
6F115,IndiGo,MAA,BLR,MAA-BLR,2026-04-19 04:41:41.702,2026-04-19 06:23:41.702,2026-04-19,102.0,1.7,False,False
UK070,Vistara,BOM,DEL,BOM-DEL,2026-04-19 04:36:41.701,2026-04-19 06:49:41.701,2026-04-19,133.0,2.22,False,False
SJ147,SpiceJet,BLR,CCU,BLR-CCU,2026-04-19 04:30:41.702,2026-04-19 08:52:41.702,2026-04-19,262.0,4.37,False,False
UK201,Vistara,HYD,BOM,HYD-BOM,2026-04-19 04:29:41.703,2026-04-19 06:42:41.703,2026-04-19,133.0,2.22,False,False
SJ234,SpiceJet,BLR,CCU,BLR-CCU,2026-04-19 04:20:41.704,2026-04-19 06:23:41.704,2026-04-19,123.0,2.05,False,False
AI176,Air India,BLR,DEL,BLR-DEL,2026-04-19 04:20:41.703,2026-04-19 06:25:41.703,2026-04-19,125.0,2.08,False,False
SJ045,SpiceJet,DEL,MAA,DEL-MAA,2026-04-19 04:16:41.701,2026-04-19 09:03:41.701,2026-04-19,287.0,4.78,False,False
SJ174,SpiceJet,CCU,DEL,CCU-DEL,2026-04-19 04:09:41.703,2026-04-19 05:04:41.703,2026-04-19,55.0,0.92,False,False
AI007,Air India,MAA,DEL,MAA-DEL,2026-04-19 04:01:41.701,2026-04-19 06:01:42.000,2026-04-19,120.00498333333333,2.0,False,False
AI143,Air India,CCU,DEL,CCU-DEL,2026-04-19 03:58:41.702,2026-04-19 04:36:41.702,2026-04-19,38.0,0.63,False,False
SJ241,SpiceJet,DEL,HYD,DEL-HYD,2026-04-19 03:57:41.704,2026-04-19 06:36:41.704,2026-04-19,159.0,2.65,False,False
AI020,Unknown,BOM,BLR,BOM-BLR,2026-04-19 03:53:41.701,2026-04-19 06:21:41.701,2026-04-19,148.0,2.47,False,False
UK031,Vistara,CCU,DEL,CCU-DEL,2026-04-19 03:45:41.701,2026-04-19 07:20:41.701,2026-04-19,215.0,3.58,False,False
AI013,Air India,HYD,BLR,HYD-BLR,2026-04-19 03:41:41.701,2026-04-19 04:58:41.701,2026-04-19,77.0,1.28,False,False
AI249,Air India,BLR,HYD,BLR-HYD,2026-04-19 03:38:41.704,2026-04-19 06:27:41.704,2026-04-19,169.0,2.82,False,False
UK046,Vistara,CCU,DEL,CCU-DEL,2026-04-19 03:37:41.701,2026-04-19 06:05:41.701,2026-04-19,148.0,2.47,False,False
UK168,Vistara,BLR,CCU,BLR-CCU,2026-04-19 03:20:41.703,2026-04-19 04:09:41.703,2026-04-19,49.0,0.82,False,False
AI022,Air India,BOM,MAA,BOM-MAA,2026-04-19 03:15:41.701,2026-04-19 05:10:41.701,2026-04-19,115.0,1.92,False,False
UK218,Vistara,MAA,BLR,MAA-BLR,2026-04-19 03:12:41.704,2026-04-19 07:22:41.704,2026-04-19,250.0,4.17,False,False
UK142,Vistara,BLR,DEL,BLR-DEL,2026-04-19 03:03:41.703,2026-04-19 07:13:41.703,2026-04-19,250.0,4.17,False,False
6F067,IndiGo,MAA,BLR,MAA-BLR,2026-04-19 02:59:41.701,2026-04-19 06:02:41.701,2026-04-19,183.0,3.05,False,False
SJ217,SpiceJet,BOM,CCU,BOM-CCU,2026-04-19 02:57:41.703,2026-04-19 06:04:41.703,2026-04-19,187.0,3.12,False,False
SJ143,SpiceJet,DEL,BOM,DEL-BOM,2026-04-19 02:55:41.702,2026-04-19 03:52:41.702,2026-04-19,57.0,0.95,False,False
